uid,accession,title,organism,taxid,length,mol_type,protein_name,create_date,year,submitter
2225262192,UOY93743.1,50S ribosomal protein L32 [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,57,aa,,2022/04/18,2022,
2225262191,UOY93742.1,enoyl-CoA hydratase/isomerase family protein [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,248,aa,,2022/04/18,2022,
2225262190,UOY93741.1,RsfA family transcriptional regulator [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,178,aa,,2022/04/18,2022,
2225262189,UOY93740.1,N-acetyltransferase [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,146,aa,,2022/04/18,2022,
2225262188,UOY93739.1,2-dehydropantoate 2-reductase [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,291,aa,,2022/04/18,2022,
2225262187,UOY93738.1,bacillithiol biosynthesis cysteine-adding enzyme BshC [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,539,aa,,2022/04/18,2022,
2225262186,UOY93737.1,cell division protein FtsL [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,117,aa,,2022/04/18,2022,
2225262185,UOY93736.1,stage V sporulation protein D [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,638,aa,,2022/04/18,2022,
2225262184,UOY93735.1,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase [Ectobacillus sp. JY-23]",Ectobacillus sp. JY-23,2933872,490,aa,,2022/04/18,2022,
2225262183,UOY93734.1,phospho-N-acetylmuramoyl-pentapeptide-transferase [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,324,aa,,2022/04/18,2022,
2225262182,UOY93733.1,UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,449,aa,,2022/04/18,2022,
2225262181,UOY93732.1,stage V sporulation protein E [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,365,aa,,2022/04/18,2022,
2225262180,UOY93731.1,UDP-N-acetylmuramate dehydrogenase [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,302,aa,,2022/04/18,2022,
2225262179,UOY93730.1,FtsQ-type POTRA domain-containing protein [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,254,aa,,2022/04/18,2022,
2225262178,UOY93729.1,DUF881 domain-containing protein [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,230,aa,,2022/04/18,2022,
2225262177,UOY93728.1,DUF881 domain-containing protein [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,229,aa,,2022/04/18,2022,
2225262176,UOY93727.1,small basic family protein [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,116,aa,,2022/04/18,2022,
2225262175,UOY93726.1,cell division protein FtsA [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,423,aa,,2022/04/18,2022,
2225262174,UOY93725.1,cell division protein FtsZ [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,375,aa,,2022/04/18,2022,
2225262173,UOY93724.1,sigma-E processing peptidase SpoIIGA [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,301,aa,,2022/04/18,2022,
2225262172,UOY93723.1,RNA polymerase sporulation sigma factor SigE [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,239,aa,,2022/04/18,2022,
2225262171,UOY93722.1,RNA polymerase sporulation sigma factor SigG [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,259,aa,,2022/04/18,2022,
2225262170,UOY93721.1,YlmC/YmxH family sporulation protein [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,92,aa,,2022/04/18,2022,
2225262169,UOY93720.1,peptidoglycan editing factor PgeF [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,269,aa,,2022/04/18,2022,
2225262168,UOY93719.1,YggS family pyridoxal phosphate-dependent enzyme [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,222,aa,,2022/04/18,2022,
2225262167,UOY93718.1,cell division protein SepF [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,147,aa,,2022/04/18,2022,
2225262166,UOY93717.1,YggT family protein [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,87,aa,,2022/04/18,2022,
2225262165,UOY93716.1,RNA-binding protein [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,254,aa,,2022/04/18,2022,
2225262164,UOY93715.1,DivIVA domain-containing protein [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,167,aa,,2022/04/18,2022,
2225262163,UOY93714.1,isoleucine--tRNA ligase [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,921,aa,,2022/04/18,2022,
2225262162,UOY93713.1,molecular chaperone DnaK [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,109,aa,,2022/04/18,2022,
2225262161,UOY93712.1,signal peptidase II [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,151,aa,,2022/04/18,2022,
2225262160,UOY93711.1,RluA family pseudouridine synthase [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,303,aa,,2022/04/18,2022,
2225262159,UOY93710.1,bifunctional pyr operon transcriptional regulator/uracil phosphoribosyltransferase PyrR [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,178,aa,,2022/04/18,2022,
2225262158,UOY93709.1,NCS2 family nucleobase:cation symporter [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,426,aa,,2022/04/18,2022,
2225262157,UOY93708.1,aspartate carbamoyltransferase catalytic subunit [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,301,aa,,2022/04/18,2022,
2225262156,UOY93707.1,dihydroorotase [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,427,aa,,2022/04/18,2022,
2225262155,UOY93706.1,carbamoyl phosphate synthase small subunit [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,365,aa,,2022/04/18,2022,
2225262154,UOY93705.1,carbamoyl-phosphate synthase large subunit [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,1069,aa,,2022/04/18,2022,
2225262153,UOY93704.1,dihydroorotate dehydrogenase electron transfer subunit [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,257,aa,,2022/04/18,2022,
2225262152,UOY93703.1,dihydroorotate dehydrogenase [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,309,aa,,2022/04/18,2022,
2225262151,UOY93702.1,orotidine-5'-phosphate decarboxylase [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,235,aa,,2022/04/18,2022,
2225262150,UOY93701.1,orotate phosphoribosyltransferase [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,208,aa,,2022/04/18,2022,
2225262149,UOY93700.1,metalloregulator ArsR/SmtB family transcription factor [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,99,aa,,2022/04/18,2022,
2225262148,UOY93699.1,hypothetical protein MUG87_06160 [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,183,aa,,2022/04/18,2022,
2225262147,UOY93698.1,hypothetical protein MUG87_06155 [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,264,aa,,2022/04/18,2022,
2225262146,UOY93697.1,TetR family transcriptional regulator C-terminal domain-containing protein [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,139,aa,,2022/04/18,2022,
2225262145,UOY93696.1,hypothetical protein MUG87_06140 [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,111,aa,,2022/04/18,2022,
2225262144,UOY93695.1,NFACT family protein [Ectobacillus sp. JY-23],Ectobacillus sp. JY-23,2933872,567,aa,,2022/04/18,2022,
